83,2023-10-07 17:44:30
64,1696671427.1598065
41,2023-10-07 17-43-59
39,1696671408.0312676
36,1696671562.6964426
32,"time.struct_time(tm_year=2023, tm_mon=10, tm_mday=7, tm_hour=17, tm_min=42, tm_sec=28, tm_wday=5, tm_yday=280, tm_isdst=0)"
29,1696670098.6962366
